Date,DayOfWeek,Month,Year,DateID
2022-11-06,6,11,2022,866
2022-11-07,0,11,2022,867
2022-11-08,1,11,2022,868
2022-11-09,2,11,2022,869
2022-11-10,3,11,2022,870
2022-11-11,4,11,2022,871
2022-11-12,5,11,2022,872
2022-11-13,6,11,2022,873
2022-11-14,0,11,2022,874
2022-11-15,1,11,2022,875
2022-11-16,2,11,2022,876
2022-11-17,3,11,2022,877
2022-11-18,4,11,2022,878
2022-11-21,0,11,2022,879
2022-11-23,2,11,2022,880
2022-11-24,3,11,2022,881
2022-09-12,0,9,2022,882
2022-11-22,1,11,2022,883
2022-11-25,4,11,2022,884
2022-11-26,5,11,2022,885
2020-03-21,5,3,2020,886
2020-04-13,0,4,2020,887
2020-03-16,0,3,2020,888
2020-02-21,4,2,2020,889
2020-12-31,3,12,2020,890
2020-04-24,4,4,2020,891
2021-02-06,5,2,2021,892
2021-02-27,5,2,2021,893
2021-06-05,5,6,2021,894
2021-06-06,6,6,2021,895
2021-07-04,6,7,2021,896
2021-07-17,5,7,2021,897
2021-02-20,5,2,2021,898
2022-07-24,6,7,2022,899
2022-11-28,0,11,2022,900
2022-12-13,1,12,2022,901
2022-12-14,2,12,2022,902
2022-12-15,3,12,2022,903
2022-12-21,2,12,2022,904
2022-12-27,1,12,2022,905
2023-01-05,3,1,2023,906
2023-01-12,3,1,2023,907
2023-01-31,1,1,2023,908
2023-02-01,2,2,2023,909
2023-02-02,3,2,2023,910
2023-02-03,4,2,2023,911
2023-02-05,6,2,2023,912
2023-02-10,4,2,2023,913
2023-02-20,0,2,2023,914
2023-03-01,2,3,2023,915
2023-03-03,4,3,2023,916
2023-03-17,4,3,2023,917
2023-03-21,1,3,2023,918
2023-03-28,1,3,2023,919
2023-03-29,2,3,2023,920
2023-04-01,5,4,2023,921
2023-04-02,6,4,2023,922
2023-04-10,0,4,2023,923
2023-07-03,0,7,2023,924
2023-07-17,0,7,2023,925
2023-08-01,1,8,2023,926
2023-08-08,1,8,2023,927
2021-06-11,4,6,2021,928
2022-11-30,2,11,2022,929
2022-12-05,0,12,2022,930
2022-12-06,1,12,2022,931
2022-12-30,4,12,2022,932
2023-01-03,1,1,2023,933
2023-01-13,4,1,2023,934
2023-01-18,2,1,2023,935
2023-02-07,1,2,2023,936
2023-02-15,2,2,2023,937
2023-02-16,3,2,2023,938
2023-02-17,4,2,2023,939
2023-02-22,2,2,2023,940
2023-02-23,3,2,2023,941
2023-02-28,1,2,2023,942
2023-03-02,3,3,2023,943
2023-04-11,1,4,2023,944
2023-04-13,3,4,2023,945
2023-04-24,0,4,2023,946
2023-04-27,3,4,2023,947
2023-05-02,1,5,2023,948
2023-05-03,2,5,2023,949
2023-05-04,3,5,2023,950
2023-05-05,4,5,2023,951
2023-05-08,0,5,2023,952
2023-05-10,2,5,2023,953
2023-05-11,3,5,2023,954
2023-05-12,4,5,2023,955
2023-05-15,0,5,2023,956
2023-05-16,1,5,2023,957
2023-05-18,3,5,2023,958
2023-05-19,4,5,2023,959
2023-06-01,3,6,2023,960
2023-06-13,1,6,2023,961
2023-06-14,2,6,2023,962
2023-06-23,4,6,2023,963
2023-06-30,4,6,2023,964
2023-07-05,2,7,2023,965
2023-07-14,4,7,2023,966
2023-07-28,4,7,2023,967
2023-08-02,2,8,2023,968
2022-11-29,1,11,2022,969
2022-12-07,2,12,2022,970
2022-12-08,3,12,2022,971
2022-12-09,4,12,2022,972
2023-01-16,0,1,2023,973
2023-01-17,1,1,2023,974
2023-01-30,0,1,2023,975
2023-03-04,5,3,2023,976
2023-03-07,1,3,2023,977
2023-03-08,2,3,2023,978
2023-03-15,2,3,2023,979
2023-03-16,3,3,2023,980
2023-03-20,0,3,2023,981
2023-03-24,4,3,2023,982
2023-04-05,2,4,2023,983
2023-04-19,2,4,2023,984
2023-06-06,1,6,2023,985
2023-06-08,3,6,2023,986
2023-06-09,4,6,2023,987
2023-06-15,3,6,2023,988
2023-06-19,0,6,2023,989
2023-06-26,0,6,2023,990
2023-07-02,6,7,2023,991
2023-07-04,1,7,2023,992
2023-07-06,3,7,2023,993
2023-07-07,4,7,2023,994
2023-07-18,1,7,2023,995
2023-07-25,1,7,2023,996
2023-08-22,1,8,2023,997
2023-08-23,2,8,2023,998
2021-03-13,5,3,2021,999
2022-09-11,6,9,2022,1000
2022-12-28,2,12,2022,1001
2023-01-10,1,1,2023,1002
2023-01-26,3,1,2023,1003
2023-02-08,2,2,2023,1004
2023-02-13,0,2,2023,1005
2023-02-14,1,2,2023,1006
2023-03-09,3,3,2023,1007
2023-03-10,4,3,2023,1008
2023-03-13,0,3,2023,1009
2023-03-22,2,3,2023,1010
2023-03-27,0,3,2023,1011
2023-03-30,3,3,2023,1012
2023-03-31,4,3,2023,1013
2023-04-03,0,4,2023,1014
2023-04-06,3,4,2023,1015
2023-04-17,0,4,2023,1016
2023-04-18,1,4,2023,1017
2023-05-23,1,5,2023,1018
2023-07-15,5,7,2023,1019
2023-07-19,2,7,2023,1020
2023-07-24,0,7,2023,1021
2023-07-31,0,7,2023,1022
2020-01-19,6,1,2020,1023
2020-01-20,0,1,2020,1024
2020-01-29,2,1,2020,1025
2020-01-30,3,1,2020,1026
2020-02-01,5,2,2020,1027
2020-02-08,5,2,2020,1028
2020-02-20,3,2,2020,1029
2020-02-27,3,2,2020,1030
2020-02-28,4,2,2020,1031
2020-02-29,5,2,2020,1032
2020-01-12,6,1,2020,1033
2020-02-09,6,2,2020,1034
2020-02-15,5,2,2020,1035
2020-01-04,5,1,2020,1036
2020-03-07,5,3,2020,1037
2020-03-01,6,3,2020,1038
2020-03-15,6,3,2020,1039
2020-03-08,6,3,2020,1040
2020-03-29,6,3,2020,1041
2020-04-05,6,4,2020,1042
2020-04-11,5,4,2020,1043
2020-04-18,5,4,2020,1044
2020-04-19,6,4,2020,1045
2020-01-05,6,1,2020,1046
2020-04-26,6,4,2020,1047
2020-05-10,6,5,2020,1048
2020-05-03,6,5,2020,1049
2020-08-02,6,8,2020,1050
2020-05-31,6,5,2020,1051
2020-09-13,6,9,2020,1052
2020-08-22,5,8,2020,1053
2020-09-06,6,9,2020,1054
2020-06-21,6,6,2020,1055
2020-09-16,2,9,2020,1056
2020-12-06,6,12,2020,1057
2020-10-10,5,10,2020,1058
2020-12-27,6,12,2020,1059
2021-01-03,6,1,2021,1060
2021-01-24,6,1,2021,1061
2021-01-31,6,1,2021,1062
2020-11-22,6,11,2020,1063
2020-12-13,6,12,2020,1064
2021-02-14,6,2,2021,1065
2021-02-21,6,2,2021,1066
2021-02-28,6,2,2021,1067
2021-05-02,6,5,2021,1068
2021-03-07,6,3,2021,1069
2021-05-09,6,5,2021,1070
2021-03-14,6,3,2021,1071
2020-09-20,6,9,2020,1072
2021-04-18,6,4,2021,1073
2021-04-24,5,4,2021,1074
2020-11-15,6,11,2020,1075
2021-05-15,5,5,2021,1076
2021-05-16,6,5,2021,1077
2021-05-23,6,5,2021,1078
2020-12-20,6,12,2020,1079
2021-01-01,4,1,2021,1080
2021-01-02,5,1,2021,1081
2021-06-12,5,6,2021,1082
2021-06-13,6,6,2021,1083
2021-06-20,6,6,2021,1084
2021-06-26,5,6,2021,1085
2021-06-27,6,6,2021,1086
2021-07-10,5,7,2021,1087
2021-07-18,6,7,2021,1088
2021-07-24,5,7,2021,1089
2021-07-25,6,7,2021,1090
2021-08-04,2,8,2021,1091
2021-08-07,5,8,2021,1092
2021-08-15,6,8,2021,1093
2021-08-22,6,8,2021,1094
2021-10-10,6,10,2021,1095
2021-10-17,6,10,2021,1096
2021-10-23,5,10,2021,1097
2021-11-07,6,11,2021,1098
2021-11-14,6,11,2021,1099
2021-11-28,6,11,2021,1100
2021-12-05,6,12,2021,1101
2021-12-24,4,12,2021,1102
2021-12-27,0,12,2021,1103
2021-12-31,4,12,2021,1104
2022-01-16,6,1,2022,1105
2022-01-22,5,1,2022,1106
2022-01-25,1,1,2022,1107
2021-10-24,6,10,2021,1108
2021-08-08,6,8,2021,1109
2021-11-27,5,11,2021,1110
2022-02-06,6,2,2022,1111
2022-02-13,6,2,2022,1112
2022-03-12,5,3,2022,1113
2022-03-20,6,3,2022,1114
2022-03-27,6,3,2022,1115
2022-04-02,5,4,2022,1116
2022-04-05,1,4,2022,1117
2022-04-06,2,4,2022,1118
2022-04-07,3,4,2022,1119
2022-04-09,5,4,2022,1120
2022-04-17,6,4,2022,1121
2022-04-23,5,4,2022,1122
2022-05-01,6,5,2022,1123
2022-05-28,5,5,2022,1124
2022-06-18,5,6,2022,1125
2022-07-09,5,7,2022,1126
2022-07-10,6,7,2022,1127
2022-07-30,5,7,2022,1128
2022-07-31,6,7,2022,1129
2022-08-13,5,8,2022,1130
2022-08-14,6,8,2022,1131
2022-08-28,6,8,2022,1132
2022-09-10,5,9,2022,1133
2022-11-27,6,11,2022,1134
2022-02-20,6,2,2022,1135
2022-02-27,6,2,2022,1136
2022-03-06,6,3,2022,1137
2022-04-03,6,4,2022,1138
2022-04-08,4,4,2022,1139
2022-04-10,6,4,2022,1140
2022-04-16,5,4,2022,1141
2022-04-19,1,4,2022,1142
2022-04-24,6,4,2022,1143
2022-04-30,5,4,2022,1144
2022-05-14,5,5,2022,1145
2022-07-03,6,7,2022,1146
2022-08-27,5,8,2022,1147
2022-10-09,6,10,2022,1148
2022-11-19,5,11,2022,1149
2022-11-20,6,11,2022,1150
2021-12-26,6,12,2021,1151
2022-10-08,5,10,2022,1152
2021-10-02,5,10,2021,1153
2021-12-18,5,12,2021,1154
2022-05-29,6,5,2022,1155
2022-12-01,3,12,2022,1156
2022-12-02,4,12,2022,1157
2022-12-04,6,12,2022,1158
2022-12-10,5,12,2022,1159
2022-12-12,0,12,2022,1160
2022-12-16,4,12,2022,1161
2022-12-19,0,12,2022,1162
2022-12-20,1,12,2022,1163
2022-12-22,3,12,2022,1164
2022-12-23,4,12,2022,1165
2022-12-26,0,12,2022,1166
2022-12-29,3,12,2022,1167
2023-01-02,0,1,2023,1168
2023-01-04,2,1,2023,1169
2023-01-09,0,1,2023,1170
2023-01-11,2,1,2023,1171
2023-01-19,3,1,2023,1172
2023-01-20,4,1,2023,1173
2023-01-23,0,1,2023,1174
2023-01-24,1,1,2023,1175
2023-01-25,2,1,2023,1176
2023-01-27,4,1,2023,1177
2023-01-28,5,1,2023,1178
2023-01-29,6,1,2023,1179
2023-02-06,0,2,2023,1180
2023-02-09,3,2,2023,1181
2023-02-11,5,2,2023,1182
2023-02-18,5,2,2023,1183
2023-02-21,1,2,2023,1184
2023-02-24,4,2,2023,1185
2023-02-27,0,2,2023,1186
2023-03-06,0,3,2023,1187
2023-03-11,5,3,2023,1188
2023-03-14,1,3,2023,1189
2023-03-18,5,3,2023,1190
2023-03-23,3,3,2023,1191
2023-04-04,1,4,2023,1192
2023-04-07,4,4,2023,1193
2023-04-12,2,4,2023,1194
2023-04-14,4,4,2023,1195
2023-04-15,5,4,2023,1196
2023-04-16,6,4,2023,1197
2023-04-20,3,4,2023,1198
2023-04-21,4,4,2023,1199
2023-04-22,5,4,2023,1200
2023-04-25,1,4,2023,1201
2023-04-26,2,4,2023,1202
2023-04-28,4,4,2023,1203
2023-05-09,1,5,2023,1204
2023-05-17,2,5,2023,1205
2023-05-21,6,5,2023,1206
2023-05-22,0,5,2023,1207
2023-05-24,2,5,2023,1208
2023-05-25,3,5,2023,1209
2023-05-26,4,5,2023,1210
2023-05-29,0,5,2023,1211
2023-05-30,1,5,2023,1212
2023-05-31,2,5,2023,1213
2023-06-02,4,6,2023,1214
2023-06-03,5,6,2023,1215
2023-06-04,6,6,2023,1216
2023-06-05,0,6,2023,1217
2023-06-07,2,6,2023,1218
2023-06-12,0,6,2023,1219
2023-06-16,4,6,2023,1220
2023-06-17,5,6,2023,1221
2023-06-20,1,6,2023,1222
2023-06-21,2,6,2023,1223
2023-06-22,3,6,2023,1224
2023-06-27,1,6,2023,1225
2023-06-28,2,6,2023,1226
2023-06-29,3,6,2023,1227
2023-07-01,5,7,2023,1228
2023-07-09,6,7,2023,1229
2023-07-10,0,7,2023,1230
2023-07-11,1,7,2023,1231
2023-07-12,2,7,2023,1232
2023-07-13,3,7,2023,1233
2023-07-20,3,7,2023,1234
2023-07-21,4,7,2023,1235
2023-07-22,5,7,2023,1236
2023-07-26,2,7,2023,1237
2023-07-27,3,7,2023,1238
2023-07-29,5,7,2023,1239
2023-08-03,3,8,2023,1240
2023-08-04,4,8,2023,1241
2023-08-07,0,8,2023,1242
2023-08-09,2,8,2023,1243
2023-08-10,3,8,2023,1244
2023-08-11,4,8,2023,1245
2023-08-12,5,8,2023,1246
2023-08-13,6,8,2023,1247
2023-08-14,0,8,2023,1248
2023-08-15,1,8,2023,1249
2023-08-16,2,8,2023,1250
2023-08-17,3,8,2023,1251
2023-08-18,4,8,2023,1252
2023-08-20,6,8,2023,1253
2022-12-03,5,12,2022,1254
2022-12-17,5,12,2022,1255
2023-01-01,6,1,2023,1256
2023-01-06,4,1,2023,1257
2023-02-04,5,2,2023,1258
2023-02-19,6,2,2023,1259
2023-03-25,5,3,2023,1260
2023-03-26,6,3,2023,1261
2023-05-01,0,5,2023,1262
2023-05-07,6,5,2023,1263
2023-05-13,5,5,2023,1264
2023-05-20,5,5,2023,1265
2023-05-27,5,5,2023,1266
2023-06-10,5,6,2023,1267
2023-06-24,5,6,2023,1268
2023-06-25,6,6,2023,1269
2023-07-30,6,7,2023,1270
2023-08-05,5,8,2023,1271
2023-08-06,6,8,2023,1272
2022-12-18,6,12,2022,1273
2023-01-21,5,1,2023,1274
2023-02-26,6,2,2023,1275
2023-03-19,6,3,2023,1276
2023-05-06,5,5,2023,1277
2023-07-23,6,7,2023,1278
2023-08-19,5,8,2023,1279
2023-01-14,5,1,2023,1280
2023-04-08,5,4,2023,1281
